Source:Port,Destination:Port,Data Transferred (bytes)
172.16.133.35:50209,216.115.223.200:443,246
96.43.146.176:443,172.16.133.26:53121,4078
96.43.146.176:443,172.16.133.26:53122,6463
216.115.223.200:443,172.16.133.35:50209,120
172.16.133.96:53549,209.234.235.129:80,2054
172.16.133.96:53550,209.234.235.129:80,2117
172.16.133.96:53551,209.234.235.129:80,2056
172.16.133.96:53552,209.234.235.129:80,1613
172.16.133.96:53553,74.217.34.33:80,2947
172.16.133.96:53554,23.45.65.51:80,1876
172.16.133.96:53555,23.45.65.26:80,1678
172.16.133.96:53556,23.45.65.26:80,5692
172.16.133.35:50210,66.151.150.190:443,246
74.217.34.33:80,172.16.133.96:53553,8867
172.16.133.35:50211,216.219.113.250:443,246
172.16.133.78:59494,172.16.139.250:5440,1142
209.234.235.129:80,172.16.133.96:53552,933
209.234.235.129:80,172.16.133.96:53549,2146
209.234.235.129:80,172.16.133.96:53551,2101
209.234.235.129:80,172.16.133.96:53550,6206
23.45.65.51:80,172.16.133.96:53554,16790
23.45.65.26:80,172.16.133.96:53556,20919
23.45.65.26:80,172.16.133.96:53555,6716
66.151.150.190:443,172.16.133.35:50210,120
172.16.133.67:56251,172.16.139.250:5440,1142
172.16.133.56:61686,172.16.139.250:5440,1142
216.219.113.250:443,172.16.133.35:50211,120
172.16.133.113:55770,67.217.64.244:443,246
172.16.133.41:53391,172.16.139.250:5440,1022
67.217.64.244:443,172.16.133.113:55770,120
172.16.133.34:50709,172.16.139.250:5440,1022
172.16.133.96:53557,74.217.34.33:80,1737
172.16.133.96:53558,74.217.34.33:80,1703
172.16.133.36:65047,96.43.146.22:443,66
96.43.146.22:443,172.16.133.36:65047,66
172.16.133.36:65048,96.43.146.22:443,66
172.16.133.36:65043,96.43.146.48:443,66
172.16.133.36:65045,96.43.146.48:443,66
172.16.133.36:65044,96.43.146.48:443,66
172.16.133.36:65046,96.43.146.48:443,66
172.16.133.36:65037,96.43.146.48:443,66
96.43.146.22:443,172.16.133.36:65048,66
96.43.146.48:443,172.16.133.36:65043,66
96.43.146.48:443,172.16.133.36:65045,66
96.43.146.48:443,172.16.133.36:65044,66
96.43.146.48:443,172.16.133.36:65046,66
96.43.146.48:443,172.16.133.36:65037,66
172.16.133.43:58007,172.16.139.250:5440,1022
74.217.34.33:80,172.16.133.96:53557,1938
172.16.133.113:55771,216.115.223.200:443,246
74.217.34.33:80,172.16.133.96:53558,1155
172.16.133.13:53301,172.16.139.250:5440,1022
172.16.133.85:52517,172.16.139.250:5440,1142
216.115.223.200:443,172.16.133.113:55771,120
172.16.133.42:57358,172.16.139.250:5440,1142
172.16.133.20:62701,172.16.139.250:5440,1142
172.16.133.42:57359,67.217.95.254:443,246
172.16.133.28:49445,172.16.139.250:5440,1022
67.217.95.254:443,172.16.133.42:57359,120
172.16.133.99:56291,172.16.139.250:5440,1142
172.16.133.75:51205,172.16.139.250:5440,1022
172.16.133.113:55772,216.219.113.250:443,246
172.16.133.113:55773,66.151.150.190:443,246
172.16.133.87:60499,172.16.139.250:5440,1022
172.16.133.35:50212,172.16.139.250:5440,1142
172.16.133.116:54088,172.16.139.250:5440,1142
172.16.133.116:54089,172.16.139.250:5440,1022
172.16.133.116:54090,172.16.139.250:5440,1022
172.16.133.84:59049,172.16.139.250:5440,1022
216.219.113.250:443,172.16.133.113:55772,120
172.16.133.42:57360,78.108.117.250:443,246
66.151.150.190:443,172.16.133.113:55773,120
172.16.133.42:57361,216.219.117.244:443,246
172.16.133.49:56020,172.16.139.250:5440,1022
172.16.133.84:59050,157.56.242.198:443,1938
172.16.133.95:57243,172.16.139.250:5440,1022
157.56.242.198:443,172.16.133.84:59050,13639
172.16.133.92:57908,172.16.139.250:5440,1022
78.108.117.250:443,172.16.133.42:57360,120
216.219.117.244:443,172.16.133.42:57361,120
172.16.133.29:61242,172.16.139.250:5440,1022
172.16.133.44:65069,172.16.139.250:5440,1022
172.16.133.207:56176,172.16.139.250:5440,1142
172.16.133.83:57343,172.16.139.250:5440,1142
172.16.133.93:61128,172.16.139.250:5440,1022
172.16.133.11:55405,172.16.139.250:5440,1022
172.16.133.55:57875,172.16.139.250:5440,1022
172.16.133.73:60942,172.16.139.250:5440,1022
172.16.133.53:54344,172.16.139.250:5440,1022
172.16.133.21:53419,172.16.139.250:5440,1142
172.16.133.30:62917,172.16.139.250:5440,1022
172.16.133.25:63721,172.16.139.250:5440,1022
172.16.133.34:50710,172.16.139.250:5440,1022
172.16.133.97:59625,172.16.139.250:5440,1022
172.16.133.33:58130,172.16.139.250:5440,1022
172.16.133.42:57362,202.173.25.200:443,246
172.16.133.68:61035,172.16.139.250:5440,1022
172.16.133.63:54233,172.16.139.250:5440,1142
172.16.133.12:60027,172.16.139.250:5440,1142
172.16.133.66:54448,172.16.139.250:5440,1022
172.16.133.82:61674,172.16.139.250:5440,1022
172.16.133.93:61129,74.63.51.79:80,5561
172.16.133.37:60898,172.16.139.250:5440,1022
172.16.133.93:61130,74.63.51.79:80,3840
172.16.133.93:61131,74.63.51.79:80,4686
172.16.133.93:61132,74.63.51.79:80,2133
172.16.133.93:61133,74.63.51.79:80,3960
172.16.133.93:61134,74.63.51.79:80,5280
172.16.133.233:16262,184.73.225.104:80,2532
172.16.133.233:30150,172.16.125.220:80,240
172.16.133.93:61135,63.241.108.124:80,3727
74.63.51.79:80,172.16.133.93:61129,347992
74.63.51.79:80,172.16.133.93:61130,89946
74.63.51.79:80,172.16.133.93:61131,121826
74.63.51.79:80,172.16.133.93:61132,40379
74.63.51.79:80,172.16.133.93:61134,214131
74.63.51.79:80,172.16.133.93:61133,110234
184.73.225.104:80,172.16.133.233:16262,17370
63.241.108.124:80,172.16.133.93:61135,2698
172.16.133.40:50295,180.153.31.250:443,246
172.16.133.126:62179,157.56.240.137:443,194
172.16.133.93:61136,138.108.6.20:80,1347
172.16.133.78:59495,172.16.139.250:5440,1142
172.16.125.220:80,172.16.133.233:30150,180
157.56.240.137:443,172.16.133.126:62179,180
202.173.25.200:443,172.16.133.42:57362,120
172.16.133.67:56252,172.16.139.250:5440,1022
172.16.133.56:61687,172.16.139.250:5440,1142
172.16.133.93:61137,72.21.91.121:80,1520
172.16.133.93:61138,72.21.91.121:80,1520
172.16.133.93:61139,72.21.91.121:80,1991
172.16.133.93:61140,72.21.91.121:80,1454
172.16.133.93:61141,72.21.91.121:80,1504
172.16.133.93:61142,72.21.91.121:80,1454
172.16.133.93:61143,72.21.91.121:80,1454
138.108.6.20:80,172.16.133.93:61136,1130
172.16.133.93:61144,72.21.91.121:80,1454
172.16.133.93:61145,72.21.91.121:80,1520
172.16.133.93:61146,72.21.91.121:80,1483
172.16.133.93:61147,72.21.91.121:80,1454
172.16.133.93:61148,72.21.91.121:80,946
72.21.91.121:80,172.16.133.93:61138,1711
72.21.91.121:80,172.16.133.93:61137,1731
72.21.91.121:80,172.16.133.93:61139,1685
172.16.133.93:61149,63.241.108.124:80,4232
172.16.133.41:53392,172.16.139.250:5440,1022
72.21.91.121:80,172.16.133.93:61143,1241
72.21.91.121:80,172.16.133.93:61142,1233
72.21.91.121:80,172.16.133.93:61140,2939
72.21.91.121:80,172.16.133.93:61141,1218
72.21.91.121:80,172.16.133.93:61145,1731
72.21.91.121:80,172.16.133.93:61147,2985
72.21.91.121:80,172.16.133.93:61144,1228
72.21.91.121:80,172.16.133.93:61148,1236
72.21.91.121:80,172.16.133.93:61146,1688
63.241.108.124:80,172.16.133.93:61149,5456
180.153.31.250:443,172.16.133.40:50295,120
172.16.133.43:58008,172.16.139.250:5440,1022
172.16.133.103:63447,96.43.146.22:443,3187
172.16.133.13:53302,172.16.139.250:5440,1022
172.16.133.96:53559,74.217.34.33:80,4306
172.16.133.96:53560,74.217.34.33:80,1869
172.16.133.85:52518,172.16.139.250:5440,1022
96.43.146.22:443,172.16.133.103:63447,717
172.16.133.93:61150,23.67.243.56:80,246
172.16.133.42:57363,172.16.139.250:5440,1142
74.217.34.33:80,172.16.133.96:53560,4037
74.217.34.33:80,172.16.133.96:53559,55044
172.16.133.20:62702,172.16.139.250:5440,1022
23.67.243.56:80,172.16.133.93:61150,126
172.16.133.55:57876,67.217.64.244:443,246
172.16.133.28:49446,172.16.139.250:5440,1022
172.16.133.93:61151,199.59.148.86:443,2047
67.217.64.244:443,172.16.133.55:57876,120
172.16.133.99:56292,172.16.139.250:5440,1022
172.16.133.75:51206,172.16.139.250:5440,1142
172.16.133.87:60500,172.16.139.250:5440,1142
172.16.133.35:50213,172.16.139.250:5440,1142
172.16.133.55:57877,216.115.223.200:443,246
172.16.133.116:54091,172.16.139.250:5440,1022
172.16.133.116:54092,172.16.139.250:5440,1022
172.16.133.116:54093,172.16.139.250:5440,1022
172.16.133.84:59052,172.16.139.250:5440,1022
216.115.223.200:443,172.16.133.55:57877,120
199.59.148.86:443,172.16.133.93:61151,4692
172.16.133.96:53561,50.116.194.24:443,2648
50.116.194.24:443,172.16.133.96:53561,5136
172.16.133.49:56021,172.16.139.250:5440,1022
172.16.133.95:57244,172.16.139.250:5440,1022
172.16.133.68:61036,71.13.48.32:80,602
172.16.133.55:57878,66.151.150.190:443,246
172.16.133.55:57879,216.219.113.250:443,246
172.16.133.92:57909,172.16.139.250:5440,1142
172.16.133.29:61243,172.16.139.250:5440,1022
172.16.133.44:65070,172.16.139.250:5440,1022
71.13.48.32:80,172.16.133.68:61036,470
172.16.133.207:56177,172.16.139.250:5440,1142
172.16.133.83:57344,172.16.139.250:5440,1142
172.16.133.96:53562,74.217.34.33:80,1930
66.151.150.190:443,172.16.133.55:57878,120
172.16.133.93:61152,172.16.139.250:5440,1022
216.219.113.250:443,172.16.133.55:57879,120
172.16.133.11:55406,172.16.139.250:5440,1022
172.16.133.113:55774,172.16.139.250:135,492
172.16.133.55:57880,172.16.139.250:5440,1022
172.16.133.96:53563,66.220.152.19:80,1082
74.217.34.33:80,172.16.133.96:53562,3449
172.16.133.73:60943,172.16.139.250:5440,1022
172.16.133.53:54345,172.16.139.250:5440,1022
172.16.133.21:53420,172.16.139.250:5440,1022
172.16.133.30:62918,172.16.139.250:5440,1022
172.16.133.96:53564,69.147.86.184:80,2589
172.16.133.113:55775,172.16.139.250:5462,696
172.16.133.25:63722,172.16.139.250:5440,1142
172.16.133.34:50711,172.16.139.250:5440,1022
66.220.152.19:80,172.16.133.96:53563,4249
172.16.133.97:59626,172.16.139.250:5440,1022
172.16.133.33:58131,172.16.139.250:5440,1022
69.147.86.184:80,172.16.133.96:53564,6584
172.16.133.68:61038,172.16.139.250:5440,1022
172.16.133.12:60028,172.16.139.250:5440,1022
172.16.133.63:54234,172.16.139.250:5440,1022
172.16.133.66:54449,172.16.139.250:5440,1022
172.16.133.96:53565,98.137.80.31:80,877
172.16.133.82:61675,172.16.139.250:5440,1022
172.16.133.37:60899,172.16.139.250:5440,1022
98.137.80.31:80,172.16.133.96:53565,7093
172.16.133.35:50214,67.217.64.244:443,246
67.217.64.244:443,172.16.133.35:50214,120
172.16.133.35:50215,216.115.223.200:443,246
216.115.223.200:443,172.16.133.35:50215,120
172.16.133.78:59496,172.16.139.250:5440,1142
172.16.133.96:53566,98.139.161.29:80,937
172.16.133.96:53567,66.220.152.19:443,2391
172.16.133.35:50216,66.151.150.190:443,246
98.139.161.29:80,172.16.133.96:53566,779
66.220.152.19:443,172.16.133.96:53567,8061
172.16.133.126:62182,157.56.244.217:443,194
172.16.133.67:56253,172.16.139.250:5440,1142
172.16.133.35:50217,216.219.113.250:443,246
172.16.133.56:61688,172.16.139.250:5440,1142
157.56.244.217:443,172.16.133.126:62182,180
172.16.133.113:55776,67.217.64.244:443,246
66.151.150.190:443,172.16.133.35:50216,120
172.16.133.41:53393,172.16.139.250:5440,1142
67.217.64.244:443,172.16.133.113:55776,120
216.219.113.250:443,172.16.133.35:50217,120
172.16.133.96:53568,98.139.51.132:80,1378
172.16.133.43:58009,172.16.139.250:5440,1022
98.139.51.132:80,172.16.133.96:53568,1723
172.16.133.13:53303,172.16.139.250:5440,1142
172.16.133.113:55777,216.115.223.200:443,246
172.16.133.85:52519,172.16.139.250:5440,1022
216.115.223.200:443,172.16.133.113:55777,120
172.16.133.42:57364,172.16.139.250:5440,1142
172.16.133.20:62703,172.16.139.250:5440,1022
172.16.133.96:53569,98.139.225.43:80,680
172.16.133.42:57365,67.217.95.254:443,246
172.16.133.28:49447,172.16.139.250:5440,1142
172.16.133.96:53570,74.122.143.73:80,1157
172.16.133.96:53571,208.47.254.8:443,2413
98.139.225.43:80,172.16.133.96:53569,834
172.16.133.99:56293,172.16.139.250:5440,1142
172.16.133.75:51207,172.16.139.250:5440,1022
67.217.95.254:443,172.16.133.42:57365,120
172.16.133.95:57245,184.168.192.63:80,932
208.47.254.8:443,172.16.133.96:53571,40664
172.16.133.87:60503,172.16.139.250:5440,1022
74.122.143.73:80,172.16.133.96:53570,1812
172.16.133.116:54094,172.16.139.250:5440,1022
172.16.133.35:50218,172.16.139.250:5440,1142
172.16.133.116:54095,172.16.139.250:5440,1022
172.16.133.116:54096,172.16.139.250:5440,1142
172.16.133.84:59053,172.16.139.250:5440,1022
172.16.133.113:55778,216.219.113.250:443,246
172.16.133.113:55779,66.151.150.190:443,246
184.168.192.63:80,172.16.133.95:57245,11048
172.16.133.49:56022,172.16.139.250:5440,1142
172.16.133.95:57246,172.16.139.250:5440,1022
172.16.133.42:57366,78.108.117.250:443,246
172.16.133.92:57910,172.16.139.250:5440,1022
172.16.133.42:57367,216.219.117.244:443,246
216.219.113.250:443,172.16.133.113:55778,120
66.151.150.190:443,172.16.133.113:55779,120
172.16.133.29:61244,172.16.139.250:5440,1022
172.16.133.44:65071,172.16.139.250:5440,1022
172.16.133.207:56178,172.16.139.250:5440,1142
172.16.133.83:57345,172.16.139.250:5440,1142
172.16.133.93:61153,172.16.139.250:5440,1022
172.16.133.11:55407,172.16.139.250:5440,1022
78.108.117.250:443,172.16.133.42:57366,120
172.16.133.55:57881,172.16.139.250:5440,1022
216.219.117.244:443,172.16.133.42:57367,120
172.16.133.73:60944,172.16.139.250:5440,1022
172.16.133.53:54346,172.16.139.250:5440,1022
172.16.133.21:53421,172.16.139.250:5440,1142
172.16.133.30:62919,172.16.139.250:5440,1142
172.16.133.25:63723,172.16.139.250:5440,1142
172.16.133.34:50712,172.16.139.250:5440,1142
172.16.133.97:59627,172.16.139.250:5440,1142
172.16.133.40:52601,172.16.139.250:5500,792
172.16.133.33:58132,172.16.139.250:5440,1142
172.16.133.68:61039,172.16.139.250:5440,1142
172.16.133.12:60029,172.16.139.250:5440,1142
172.16.133.63:54235,172.16.139.250:5440,1022
172.16.133.66:54450,172.16.139.250:5440,1142
172.16.133.82:61676,172.16.139.250:5440,1022
172.16.133.37:60900,172.16.139.250:5440,1022
172.16.133.49:55430,193.120.199.18:12350,60
193.120.199.18:12350,172.16.133.49:55430,60
172.16.133.78:59497,172.16.139.250:5440,1142
172.16.133.42:57368,202.173.25.200:443,246
172.16.133.67:56254,172.16.139.250:5440,1142
172.16.133.56:61689,172.16.139.250:5440,1142
172.16.133.41:53394,172.16.139.250:5440,1022
172.16.133.40:50296,180.153.31.250:443,306
172.16.133.43:58010,172.16.139.250:5440,1022
172.16.128.233:50960,172.16.133.233:22,4120
172.16.133.233:22,172.16.128.233:50960,15464
172.16.133.13:53304,172.16.139.250:5440,1022
172.16.133.85:52520,172.16.139.250:5440,1142
172.16.133.42:57369,172.16.139.250:5440,1142
172.16.133.20:62704,172.16.139.250:5440,1022
202.173.25.200:443,172.16.133.42:57368,120
172.16.133.55:57882,67.217.64.244:443,246
172.16.133.28:49448,172.16.139.250:5440,1022
67.217.64.244:443,172.16.133.55:57882,120
172.16.133.99:56294,172.16.139.250:5440,1142
172.16.133.75:51208,172.16.139.250:5440,1022
172.16.133.87:60504,172.16.139.250:5440,1022
172.16.133.35:50219,172.16.139.250:5440,1142
172.16.133.116:54097,172.16.139.250:5440,1022
172.16.133.116:54098,172.16.139.250:5440,1022
172.16.133.55:57883,216.115.223.200:443,246
172.16.133.84:59056,172.16.139.250:5440,1022
172.16.133.116:54099,172.16.139.250:5440,1022
172.16.133.126:62190,157.56.234.137:443,194
180.153.31.250:443,172.16.133.40:50296,180
216.115.223.200:443,172.16.133.55:57883,120
172.16.133.49:56023,172.16.139.250:5440,1142
157.56.234.137:443,172.16.133.126:62190,180
172.16.133.95:57247,172.16.139.250:5440,1022
172.16.133.92:57911,172.16.139.250:5440,1022
172.16.133.29:61245,172.16.139.250:5440,1142
172.16.133.44:65072,172.16.139.250:5440,1022
172.16.133.207:56179,172.16.139.250:5440,1142
172.16.133.55:57884,66.151.150.190:443,246
172.16.133.83:57346,172.16.139.250:5440,1022
172.16.133.55:57885,216.219.113.250:443,246
172.16.133.93:61154,172.16.139.250:5440,1142
172.16.133.11:55408,172.16.139.250:5440,1142
172.16.133.55:57886,172.16.139.250:5440,1142
172.16.133.73:60945,172.16.139.250:5440,1142
172.16.133.53:54347,172.16.139.250:5440,1142
172.16.133.21:53422,172.16.139.250:5440,1142
172.16.133.30:62920,172.16.139.250:5440,1022
172.16.133.25:63724,172.16.139.250:5440,1142
172.16.133.34:50713,172.16.139.250:5440,1142
172.16.133.97:59628,172.16.139.250:5440,1142
66.151.150.190:443,172.16.133.55:57884,120
172.16.133.33:58133,172.16.139.250:5440,1022
172.16.133.68:61040,172.16.139.250:5440,1142
216.219.113.250:443,172.16.133.55:57885,120
172.16.133.12:60030,172.16.139.250:5440,1142
172.16.133.63:54236,172.16.139.250:5440,1022
172.16.133.66:54452,172.16.139.250:5440,1142
172.16.133.82:61677,172.16.139.250:5440,1022
172.16.133.37:60901,172.16.139.250:5440,1142
172.16.133.35:50220,67.217.64.244:443,246
67.217.64.244:443,172.16.133.35:50220,120
172.16.133.35:50221,216.115.223.200:443,246
172.16.133.78:59498,172.16.139.250:5440,1022
216.115.223.200:443,172.16.133.35:50221,120
172.16.133.67:56255,172.16.139.250:5440,1022
172.16.133.56:61690,172.16.139.250:5440,1142
172.16.133.63:54237,207.171.163.152:80,832
172.16.133.41:53395,172.16.139.250:5440,1142
172.16.133.35:50222,66.151.150.190:443,246
207.171.163.152:80,172.16.133.63:54237,1290
172.16.133.35:50223,216.219.113.250:443,246
172.16.133.43:58011,172.16.139.250:5440,1022
172.16.133.13:53305,172.16.139.250:5440,1022
172.16.133.85:52521,172.16.139.250:5440,1142
66.151.150.190:443,172.16.133.35:50222,120
172.16.133.63:51216,93.184.215.248:80,60
172.16.133.63:51215,107.22.199.132:80,60
172.16.133.63:51217,107.22.199.132:80,60
216.219.113.250:443,172.16.133.35:50223,120
172.16.133.20:62705,172.16.139.250:5440,1022
172.16.133.42:57370,172.16.139.250:5440,1142
172.16.133.28:49449,172.16.139.250:5440,1022
172.16.133.42:57371,67.217.95.254:443,246
172.16.133.99:56295,172.16.139.250:5440,1022
172.16.133.75:51209,172.16.139.250:5440,1022
67.217.95.254:443,172.16.133.42:57371,180
172.16.133.87:60505,172.16.139.250:5440,1142
172.16.133.35:50224,172.16.139.250:5440,1142
172.16.133.116:54100,172.16.139.250:5440,1022
172.16.133.116:54101,172.16.139.250:5440,1022
172.16.133.116:54102,172.16.139.250:5440,1022
172.16.133.84:59057,172.16.139.250:5440,1022
172.16.133.49:56024,172.16.139.250:5440,1022
172.16.133.95:57248,172.16.139.250:5440,1142
172.16.133.92:57912,172.16.139.250:5440,1022
172.16.133.29:61246,172.16.139.250:5440,1022
172.16.133.44:65073,172.16.139.250:5440,1022
172.16.133.207:56180,172.16.139.250:5440,1022
172.16.133.83:57347,172.16.139.250:5440,1142
172.16.133.93:61155,172.16.139.250:5440,1022
172.16.133.42:57372,78.108.117.250:443,246
172.16.133.42:57373,216.219.117.244:443,246
172.16.133.11:55409,172.16.139.250:5440,1022
172.16.133.55:57887,172.16.139.250:5440,1142
172.16.133.73:60946,172.16.139.250:5440,1142
172.16.133.53:54348,172.16.139.250:5440,1142
172.16.133.21:53423,172.16.139.250:5440,1142
172.16.133.30:62921,172.16.139.250:5440,1022
172.16.133.126:62191,157.56.236.89:80,532
172.16.133.25:63725,172.16.139.250:5440,1142
172.16.133.34:50714,172.16.139.250:5440,1022
172.16.133.97:59629,172.16.139.250:5440,1022
78.108.117.250:443,172.16.133.42:57372,120
216.219.117.244:443,172.16.133.42:57373,120
172.16.133.33:58134,172.16.139.250:5440,1142
157.56.236.89:80,172.16.133.126:62191,352
172.16.133.68:61041,172.16.139.250:5440,1022
172.16.133.12:60031,172.16.139.250:5440,1022
172.16.133.63:54238,172.16.139.250:5440,1022
172.16.133.66:54453,172.16.139.250:5440,1022
172.16.133.82:61678,172.16.139.250:5440,1022
172.16.133.37:60902,172.16.139.250:5440,1022
172.16.133.126:62192,157.56.236.134:443,2703
157.56.236.134:443,172.16.133.126:62192,6736
172.16.133.78:59499,172.16.139.250:5440,1022
172.16.133.67:56256,172.16.139.250:5440,1022
172.16.133.83:57348,173.194.43.32:443,3614
172.16.133.40:50297,96.43.146.48:443,2540
172.16.133.56:61691,172.16.139.250:5440,1142
172.16.133.41:53396,172.16.139.250:5440,1142
173.194.43.32:443,172.16.133.83:57348,22539
96.43.146.48:443,172.16.133.40:50297,3595
172.16.133.43:58012,172.16.139.250:5440,1142
172.16.133.13:53306,172.16.139.250:5440,1022
172.16.133.85:52522,172.16.139.250:5440,1022
172.16.133.78:59500,216.52.242.80:443,8062
172.16.133.42:57374,172.16.139.250:5440,1142
172.16.133.20:62706,172.16.139.250:5440,1142
172.16.133.42:57375,202.173.25.200:443,246
172.16.133.28:49450,172.16.139.250:5440,1142
172.16.133.99:56296,172.16.139.250:5440,1022
216.52.242.80:443,172.16.133.78:59500,19835
172.16.133.75:51210,172.16.139.250:5440,1022
172.16.133.87:60506,172.16.139.250:5440,1142
172.16.133.35:50225,172.16.139.250:5440,1142
172.16.133.116:54103,172.16.139.250:5440,1022
172.16.133.116:54104,172.16.139.250:5440,1022
172.16.133.116:54105,172.16.139.250:5440,1022
172.16.133.84:59058,172.16.139.250:5440,1022
172.16.133.40:50298,180.153.31.250:443,306
172.16.133.49:56025,172.16.139.250:5440,1142
172.16.133.95:57249,172.16.139.250:5440,1142
172.16.133.92:57913,172.16.139.250:5440,1022
202.173.25.200:443,172.16.133.42:57375,120
172.16.133.29:61247,172.16.139.250:5440,1142
172.16.133.44:65074,172.16.139.250:5440,1022
172.16.133.207:56181,172.16.139.250:5440,1142
172.16.133.83:57349,172.16.139.250:5440,1142
172.16.133.93:61156,172.16.139.250:5440,1142
180.153.31.250:443,172.16.133.40:50298,120
172.16.133.11:55410,172.16.139.250:5440,1022
172.16.133.55:57888,172.16.139.250:5440,1022
172.16.133.73:60947,172.16.139.250:5440,1022
172.16.133.53:54349,172.16.139.250:5440,1022
172.16.133.21:53424,172.16.139.250:5440,1022
172.16.133.30:62922,172.16.139.250:5440,1022
172.16.133.25:63726,172.16.139.250:5440,1022
172.16.133.34:50715,172.16.139.250:5440,1022
172.16.133.97:59630,172.16.139.250:5440,1022
172.16.133.33:58135,172.16.139.250:5440,1142
172.16.133.68:61043,172.16.139.250:5440,1022
172.16.133.12:60032,172.16.139.250:5440,1022
172.16.133.63:54240,172.16.139.250:5440,1022
172.16.133.66:54454,172.16.139.250:5440,1022
172.16.133.82:61679,172.16.139.250:5440,1142
172.16.133.37:60903,172.16.139.250:5440,1142
172.16.133.78:59501,172.16.139.250:5440,1142
172.16.133.78:59502,23.0.49.244:443,3531
172.16.133.78:59503,23.0.49.244:443,3834
172.16.133.78:59504,23.0.49.244:443,1804
172.16.133.78:59505,23.0.49.244:443,1960
172.16.133.78:59506,23.0.49.244:443,3586
172.16.133.78:59507,23.0.49.244:443,5145
23.0.49.244:443,172.16.133.78:59502,33083
23.0.49.244:443,172.16.133.78:59503,15850
23.0.49.244:443,172.16.133.78:59505,13102
23.0.49.244:443,172.16.133.78:59506,9036
23.0.49.244:443,172.16.133.78:59507,105434
23.0.49.244:443,172.16.133.78:59504,8924
172.16.133.67:56257,172.16.139.250:5440,1142
172.16.133.56:61692,172.16.139.250:5440,1022
172.16.133.41:53397,172.16.139.250:5440,1022
172.16.133.126:62193,132.245.2.22:443,1990
172.16.133.113:55780,172.16.139.250:135,492
172.16.133.113:55781,172.16.139.250:5462,816
172.16.133.84:59059,67.217.64.244:443,246
172.16.133.84:59060,216.115.223.200:443,246
172.16.133.84:59061,66.151.150.190:443,246
172.16.133.84:59062,216.219.113.250:443,246
172.16.133.43:58013,172.16.139.250:5440,1022
132.245.2.22:443,172.16.133.126:62193,14473
67.217.64.244:443,172.16.133.84:59059,180
172.16.133.13:53307,172.16.139.250:5440,1022
172.16.133.85:52523,172.16.139.250:5440,1022
216.115.223.200:443,172.16.133.84:59060,120
172.16.133.42:57376,172.16.139.250:5440,1142
172.16.133.20:62707,172.16.139.250:5440,1022
66.151.150.190:443,172.16.133.84:59061,120
216.219.113.250:443,172.16.133.84:59062,120
172.16.133.28:49451,172.16.139.250:5440,1022
172.16.139.250:4228,69.42.109.196:443,1862
172.16.133.99:56297,172.16.139.250:5440,1022
172.16.133.75:51211,172.16.139.250:5440,1022
172.16.133.87:60511,172.16.139.250:5440,1022
172.16.133.35:50226,172.16.139.250:5440,1142
172.16.133.116:54106,172.16.139.250:5440,1022
172.16.133.116:54107,172.16.139.250:5440,1022
172.16.133.84:59063,172.16.139.250:5440,1142
69.42.109.196:443,172.16.139.250:4228,1297
172.16.133.116:54108,172.16.139.250:5440,1142
172.16.133.25:63727,65.31.30.198:23196,1670
172.16.133.6:1745,172.16.128.201:1060,2781
172.16.133.49:56026,172.16.139.250:5440,1142
65.31.30.198:23196,172.16.133.25:63727,1662
172.16.133.95:57250,172.16.139.250:5440,1142
172.16.133.92:57914,172.16.139.250:5440,1022
172.16.128.201:1060,172.16.133.6:1745,1409
172.16.133.29:61248,172.16.139.250:5440,1022
172.16.133.78:59508,138.108.7.20:443,2793
172.16.133.44:65075,172.16.139.250:5440,1142
172.16.133.207:56182,172.16.139.250:5440,1142
172.16.133.83:57350,172.16.139.250:5440,1142
172.16.133.93:61157,172.16.139.250:5440,1142
172.16.133.11:55411,172.16.139.250:5440,1142
172.16.133.78:59509,23.33.91.120:443,3767
172.16.133.55:57889,172.16.139.250:5440,1142
172.16.133.78:59510,74.125.226.222:443,3085
23.33.91.120:443,172.16.133.78:59509,4135
172.16.133.78:59511,74.125.226.222:443,990
172.16.133.78:59512,64.94.107.23:443,2995
74.125.226.222:443,172.16.133.78:59510,1139
172.16.133.73:60948,172.16.139.250:5440,1142
172.16.133.53:54350,172.16.139.250:5440,1142
172.16.133.21:53425,172.16.139.250:5440,1022
172.16.133.30:62923,172.16.139.250:5440,1022
74.125.226.222:443,172.16.133.78:59511,558
172.16.133.25:63728,172.16.139.250:5440,1142
138.108.7.20:443,172.16.133.78:59508,5264
64.94.107.23:443,172.16.133.78:59512,4388
172.16.133.34:50716,172.16.139.250:5440,1022
172.16.133.97:59631,172.16.139.250:5440,1142
172.16.133.33:58136,172.16.139.250:5440,1142
172.16.133.68:61044,172.16.139.250:5440,1022
172.16.133.12:60033,172.16.139.250:5440,1022
172.16.133.63:54241,172.16.139.250:5440,1142
172.16.133.66:54455,172.16.139.250:5440,1022
172.16.133.82:61680,172.16.139.250:5440,1142
172.16.133.37:60904,172.16.139.250:5440,1142
172.16.133.78:59513,172.16.139.250:5440,1142
172.16.133.67:56258,172.16.139.250:5440,1142
172.16.133.56:61693,172.16.139.250:5440,1142
172.16.133.41:53398,172.16.139.250:5440,1142
172.16.133.43:58014,172.16.139.250:5440,1142
172.16.133.13:53308,172.16.139.250:5440,1142
172.16.133.85:52524,172.16.139.250:5440,1022
172.16.133.36:65091,54.243.254.190:443,3423
